Datum,Produkt,Kategorie,Preis,Menge,Region
2025-10-20,Tisch,Möbel,300.0,9,Süd
2025-04-19,Schrank,Möbel,500.0,4,West
2025-12-06,Regal,Möbel,200.0,10,Süd
2025-07-20,Schraubenzieher,Werkzeug,15.0,6,Ost
2025-04-16,Jacke,Bekleidung,120.0,11,Ost
2025-08-30,Bohrmaschine,Werkzeug,150.0,1,Nord
2025-10-22,Laptop,Elektronik,1200.0,5,Ost
2025-03-07,Sofa,Möbel,900.0,19,Süd
2025-04-16,Regal,Möbel,200.0,18,Süd
2025-04-15,Hammer,Werkzeug,20.0,19,Nord
2025-01-05,Kopfhörer,Elektronik,120.0,8,Süd
2025-07-12,Hammer,Werkzeug,20.0,18,Nord
2025-01-27,Regal,Möbel,200.0,16,Süd
2025-12-11,Jacke,Bekleidung,120.0,11,West
2025-05-20,T-Shirt,Bekleidung,20.0,8,West
2025-08-26,Milch,Lebensmittel,1.5,2,Nord
2025-08-08,Monitor,Elektronik,250.0,7,Nord
2025-06-10,T-Shirt,Bekleidung,20.0,8,Süd
2025-08-02,Bohrmaschine,Werkzeug,150.0,10,Ost
2025-01-15,Stuhl,Möbel,150.0,7,West
2025-01-10,Schrank,Möbel,500.0,16,West
2025-10-06,Apfel,Lebensmittel,2.0,3,Süd
2025-04-11,T-Shirt,Bekleidung,20.0,13,West
2025-10-17,Bohrmaschine,Werkzeug,150.0,4,Ost
2025-01-19,Tastatur,Elektronik,45.0,14,Süd
2025-01-17,Hammer,Werkzeug,20.0,3,Süd
2025-03-11,T-Shirt,Bekleidung,20.0,13,West
2025-06-28,Jacke,Bekleidung,120.0,11,Süd
2025-09-16,Smartphone,Elektronik,800.0,18,Süd
2025-04-14,Schraubenzieher,Werkzeug,15.0,17,Nord
2025-03-24,Sneaker,Bekleidung,100.0,10,Ost
2025-05-11,Smartphone,Elektronik,800.0,8,West
2025-08-30,Säge,Werkzeug,70.0,17,Nord
